ticker,name,sector,price_12,price_11,price_10,price_9,price_8,price_7,price_6,price_5,price_4,price_3,price_2,price_1,current_price
WAB,WAB,Other,204.64,181.65,183.66,186.92,201.73,209.34,186.89,192.62,198.56,204.92,208.65,216.28,216.28
WAT,WAT,Other,411.19,371.79,356.0,341.83,343.68,357.04,290.31,296.48,319.81,345.59,397.79,381.96,381.96
WBD,WBD,Other,10.16,11.02,10.21,8.43,10.0,10.94,12.87,11.62,19.35,22.29,23.87,28.51,28.51
WDAY,WDAY,Other,259.77,254.57,234.53,246.61,247.75,239.23,222.22,228.89,232.21,237.68,213.35,205.79,205.79
WDC,WDC,Other,48.69,47.01,40.89,43.95,52.19,63.84,76.55,81.91,130.59,158.02,163.54,187.7,187.7
WEC,WEC,Other,100.45,108.36,108.89,108.79,107.23,104.75,110.24,106.02,112.99,110.61,109.34,106.47,106.47
WELL,WELL,Other,140.38,156.86,154.15,150.33,155.22,151.6,166.24,167.74,179.38,182.32,203.9,186.94,186.94
WFC,Wells Fargo,Finance,78.14,77.03,71.31,71.81,74.72,81.49,77.78,81.78,80.87,87.3,85.4,95.2,95.2
WM,WM,Other,223.72,233.78,233.79,233.4,242.1,228.8,228.88,225.73,219.87,196.77,215.93,218.4,218.4
WMB,WMB,Other,56.2,57.6,60.57,58.8,61.27,58.72,60.27,57.38,63.69,59.03,61.44,60.85,60.85
WMT,Walmart Inc,Consumer,99.54,97.59,88.83,97.41,99.77,98.24,98.49,97.85,101.96,101.59,111.53,112.76,112.76
WRB,WRB,Other,59.52,63.73,70.25,71.18,75.17,72.86,69.25,71.98,75.41,71.78,72.98,69.36,69.36
WSM,WSM,Other,204.48,187.69,158.87,155.82,158.22,169.19,187.67,191.96,195.3,192.62,182.44,187.85,187.85
WST,WST,Other,337.03,228.05,220.16,210.26,209.39,222.42,239.26,243.74,271.42,279.78,274.14,276.4,276.4
WTW,WTW,Other,330.67,340.36,337.0,306.36,317.31,307.61,314.77,325.46,344.1,314.0,320.79,326.27,326.27
WY,WY,Other,30.75,31.39,29.14,25.82,25.67,26.24,25.08,24.89,24.95,22.51,22.12,23.8,23.8
WYNN,WYNN,Other,83.56,88.93,82.73,80.04,87.8,101.96,107.93,125.47,132.03,125.73,132.77,122.57,122.57
XEL,XEL,Other,67.75,71.9,70.72,70.4,69.73,68.71,73.47,72.14,80.31,81.26,79.73,74.68,74.68
XOM,Exxon Mobil,Energy,107.09,107.76,119.04,105.78,103.05,109.24,109.64,114.69,111.99,113.76,116.63,122.65,122.65
XYL,XYL,Other,122.8,129.78,119.88,120.75,125.7,131.0,142.18,140.35,147.88,149.09,139.41,137.11,137.11
XYZ,XYZ,Other,90.2,62.79,55.41,58.48,61.76,68.27,74.03,76.23,73.4,74.3,64.35,65.15,65.15
YUM,YUM,Other,131.5,156.93,158.92,148.6,144.63,150.37,145.36,145.44,153.19,139.38,150.64,150.49,150.49
ZBH,ZBH,Other,108.16,105.38,112.37,101.82,91.11,94.06,90.62,105.01,98.89,99.88,94.76,90.02,90.02
ZBRA,ZBRA,Other,386.09,306.84,283.07,249.64,285.96,315.48,335.24,307.07,291.79,270.58,251.29,248.3,248.3
ZTS,ZTS,Other,171.94,170.53,161.91,155.65,169.42,159.19,147.38,152.88,146.95,144.35,127.25,125.92,125.92
